budget_year,account_type,department,fund_code,account_category,bu_description,amount
FY15-16,Expense,Sheriff,10101,Office Equipment < $10K,,4414
FY15-16,Expense,Sheriff,10101,Furniture/Fixtures<$10K,,2369
FY15-16,Expense,Sheriff,10101,Uniforms/Work Related Items,,0
FY15-16,Expense,Sheriff,10101,Books/Magazines/Periodicals,,0
FY15-16,Expense,Sheriff,10101,Repair & Maint Supply,,4137
FY15-16,Expense,Sheriff,10101,Paint,,0
FY15-16,Expense,Sheriff,10101,Paint Supply,,0
FY15-16,Expense,Sheriff,10101,Electrical Supply,,0
FY15-16,Expense,Sheriff,10101,Electronic Parts/Supply,,487
FY15-16,Expense,Sheriff,10101,Small Equipment Supply,,75
FY15-16,Expense,Sheriff,10101,Work Equipment < $10K,,448
FY15-16,Expense,Sheriff,10101,Electrical Appliance<$10K,,331
FY15-16,Expense,Sheriff,10101,Plumbing Appliance<$10K,,1974
FY15-16,Expense,Sheriff,10101,Educational Service,,2000
FY15-16,Expense,Sheriff,10101,Internet Services,,1301
FY15-16,Expense,Sheriff,10101,Telecmmnct'n Charge,,8554
FY15-16,Expense,Sheriff,10101,Offc & Admin Supply,,0
FY15-16,Expense,Sheriff,10101,Computer Hardware <$10K,,156
FY15-16,Expense,Sheriff,10101,Educational Supply,,0
FY15-16,Expense,Sheriff,10101,Repair & Maint Supply,,0
FY15-16,Expense,Sheriff,10101,Regular Pay,,1569309
FY15-16,Expense,Sheriff,10101,Leave Pay,,186875
FY15-16,Expense,Sheriff,10101,Holiday Pay,,95493
FY15-16,Expense,Sheriff,10101,Overtime Pay,,10765
FY15-16,Expense,Sheriff,10101,Shift Differential Pay,,27372
FY15-16,Expense,Sheriff,10101,Injured on Duty Pay,,546
FY15-16,Expense,Sheriff,10101,Longevity,,13998
FY15-16,Expense,Sheriff,10101,IOD-CS 100 Percent,,32
FY15-16,Expense,Sheriff,10101,IOD-CS 75 Percent,,406
FY15-16,Expense,Sheriff,10101,IOD-Light Duty,,8475
FY15-16,Expense,Sheriff,10101,IOD-CS 90 Percent,,0
FY15-16,Expense,Sheriff,10101,YE Biweekly Sal/Fringe Accr,,9893
FY15-16,Expense,Sheriff,10101,Fringe Benefits,,0
FY15-16,Expense,Sheriff,10101,Employer OASDI,,108056
FY15-16,Expense,Sheriff,10101,Employer SSN Medical,,25271
FY15-16,Expense,Sheriff,10101,Employer Group Health,,456520
FY15-16,Expense,Sheriff,10101,Employer Dental Group,,15179
FY15-16,Expense,Sheriff,10101,Employer Group Life,,8250
FY15-16,Expense,Sheriff,10101,Employer Pension,,303098
FY15-16,Expense,Sheriff,10101,FSA Pre-Tax Savings,,230
FY15-16,Expense,Sheriff,10101,Cafe Plan Pre-Tax Savings,,12882
FY15-16,Expense,Sheriff,10101,Electric,,108396
FY15-16,Expense,Sheriff,10101,Water,,143364
FY15-16,Expense,Sheriff,10101,Gas,,45217
FY15-16,Expense,Sheriff,10101,Cable Television,,0
FY15-16,Expense,Sheriff,10101,Longevity,,0
FY15-16,Expense,Sheriff,10101,Stormwater,,1200
FY15-16,Expense,Sheriff,10101,Facilities Management,,639222
FY15-16,Expense,Sheriff,10101,Refuse Disposal,,0
FY15-16,Expense,Sheriff,10101,Pest Control Srvc,,497
FY15-16,Expense,Sheriff,10101,Lock & Key Service,,329
FY15-16,Expense,Sheriff,10101,Employee Out-of-town Travel,,694
FY15-16,Expense,Sheriff,10101,Allowance-Cell/Mobile Devices,,1256
FY15-16,Expense,Sheriff,10101,Postage & Delivery Srvc,,0
FY15-16,Expense,Sheriff,10101,Tuition,,1800
FY15-16,Expense,Sheriff,10101,Registration,,550
FY15-16,Expense,Sheriff,10101,Building Maintenance Srvc,,6674
FY15-16,Expense,Sheriff,10101,Plumbing/HVAC Maintain Srvc,,12912
FY15-16,Expense,Sheriff,10101,Electrical Repair Service,,0
FY15-16,Expense,Sheriff,10101,Other Rpr & Maint Srvc,,1811
FY15-16,Expense,Sheriff,10101,Offc & Admin Supply,,40
FY15-16,Expense,Sheriff,10101,Computer Hardware <$10K,,47
FY15-16,Expense,Sheriff,10101,Office Equipment < $10K,,704
FY15-16,Expense,Sheriff,10101,Furniture/Fixtures<$10K,,103
FY15-16,Expense,Sheriff,10101,HHold & Jnitr Supply,,54
FY15-16,Expense,Sheriff,10101,Repair & Maint Supply,,18256
FY15-16,Expense,Sheriff,10101,Paint,,1223
FY15-16,Expense,Sheriff,10101,Paint Supply,,860
FY15-16,Expense,Sheriff,10101,Electrical Supply,,1251
FY15-16,Expense,Sheriff,10101,Electronic Parts/Supply,,946
FY15-16,Expense,Sheriff,10101,Safety Supply,,0
FY15-16,Expense,Sheriff,10101,HVAC Supply,,4530
FY15-16,Expense,Sheriff,10101,Construction Supply,,180
FY15-16,Expense,Sheriff,10101,Glass,,1373
FY15-16,Expense,Sheriff,10101,Small Equipment Supply,,0
FY15-16,Expense,Sheriff,10101,Work Equipment < $10K,,360
FY15-16,Expense,Sheriff,10101,Safety Equipment < $10K,,341
FY15-16,Expense,Sheriff,10101,Electrical Appliance<$10K,,0
FY15-16,Expense,Sheriff,10101,Plumbing Appliance<$10K,,11459
FY15-16,Expense,Sheriff,10101,Fire/Emergency Equip<$10K,,1872
FY15-16,Expense,Sheriff,10101,Boiler Inspection,,360
FY15-16,Expense,Sheriff,10101,Drug Test Fee,,144
FY15-16,Expense,Sheriff,10101,Machinery & Equipment,,0
FY15-16,Expense,Sheriff,10101,Regular Pay,,249898
FY15-16,Expense,Sheriff,10101,Leave Pay,,26179
FY15-16,Expense,Sheriff,10101,Holiday Pay,,6828
FY15-16,Expense,Sheriff,10101,Overtime Pay,,0
FY15-16,Expense,Sheriff,10101,Shift Differential Pay,,0
FY15-16,Expense,Sheriff,10101,Longevity,,7205
FY15-16,Expense,Sheriff,10101,YE Biweekly Sal/Fringe Accr,,1566
FY15-16,Expense,Sheriff,10101,Employer OASDI,,16773
FY15-16,Expense,Sheriff,10101,Employer SSN Medical,,3923
FY15-16,Expense,Sheriff,10101,Employer Group Health,,53856
FY15-16,Expense,Sheriff,10101,Employer Dental Group,,1357
FY15-16,Expense,Sheriff,10101,Employer Group Life,,682
FY15-16,Expense,Sheriff,10101,Employer Pension,,31751
FY15-16,Expense,Sheriff,10101,FSA Pre-Tax Savings,,0
FY15-16,Expense,Sheriff,10101,Cafe Plan Pre-Tax Savings,,1545
FY15-16,Expense,Sheriff,10101,Educational Service,,8809
FY15-16,Expense,Sheriff,10101,Internet Services,,0
FY15-16,Expense,Sheriff,10101,Allowance-Cell/Mobile Devices,,842
FY15-16,Expense,Sheriff,10101,Postage & Delivery Srvc,,226
FY15-16,Expense,Sheriff,10101,Other Rpr & Maint Srvc,,2493
FY15-16,Expense,Sheriff,10101,Telecmmnct'n Charge,,0
FY15-16,Expense,Sheriff,10101,Offc & Admin Supply,,1205
FY15-16,Expense,Sheriff,10101,Computer Hardware <$10K,,0
FY15-16,Expense,Sheriff,10101,Office Equipment < $10K,,0
FY15-16,Expense,Sheriff,10101,Furniture/Fixtures<$10K,,197
FY15-16,Expense,Sheriff,10101,Educational Supply,,3655
FY15-16,Expense,Sheriff,10101,Repair & Maint Supply,,74
FY15-16,Expense,Sheriff,10101,Paint,,0
FY15-16,Expense,Sheriff,10101,Notary,,78
FY15-16,Expense,Sheriff,10101,Management Consultant,,0
FY15-16,Expense,Sheriff,10101,Educational Service,,0
FY15-16,Expense,Sheriff,10101,Subscriptions,,0
FY15-16,Expense,Sheriff,10101,Telecmmnct'n Charge,,9055
FY15-16,Expense,Sheriff,10101,Host & Hostess,,0
FY15-16,Expense,Sheriff,10101,Offc & Admin Supply,,0
FY15-16,Expense,Sheriff,10101,Repair & Maint Supply,,518
FY15-16,Expense,Sheriff,10101,Small Equipment Supply,,0
FY15-16,Expense,Sheriff,10101,Regular Pay,,1822088
FY15-16,Expense,Sheriff,10101,Leave Pay,,225955
FY15-16,Expense,Sheriff,10101,Holiday Pay,,115427
FY15-16,Expense,Sheriff,10101,Overtime Pay,,10114
FY15-16,Expense,Sheriff,10101,Shift Differential Pay,,34704
FY15-16,Expense,Sheriff,10101,Injured on Duty Pay,,0
FY15-16,Expense,Sheriff,10101,Longevity,,14713
FY15-16,Expense,Sheriff,10101,IOD-Light Duty,,0
FY15-16,Expense,Sheriff,10101,YE Biweekly Sal/Fringe Accr,,12962
FY15-16,Expense,Sheriff,10101,Fringe Benefits,,0
FY15-16,Expense,Sheriff,10101,Employer OASDI,,126526
FY15-16,Expense,Sheriff,10101,Employer SSN Medical,,29591
FY15-16,Expense,Sheriff,10101,Employer Group Health,,494351
FY15-16,Expense,Sheriff,10101,Employer Dental Group,,17676
FY15-16,Expense,Sheriff,10101,Employer Group Life,,9418
FY15-16,Expense,Sheriff,10101,Employer Pension,,375298
FY15-16,Expense,Sheriff,10101,FSA Pre-Tax Savings,,241
FY15-16,Expense,Sheriff,10101,Cafe Plan Pre-Tax Savings,,13753
FY15-16,Expense,Sheriff,10101,Electric,,102606
FY15-16,Expense,Sheriff,10101,Water,,207331
FY15-16,Expense,Sheriff,10101,Gas,,134053
FY15-16,Expense,Sheriff,10101,Cable Television,,4021
FY15-16,Expense,Sheriff,10101,Facilities Management,,561875
FY15-16,Expense,Sheriff,10101,Management Consultant,,1725
FY15-16,Expense,Sheriff,10101,Refuse Disposal,,9022
FY15-16,Expense,Sheriff,10101,Laundry Service,,307
FY15-16,Expense,Sheriff,10101,Pest Control Srvc,,654
FY15-16,Expense,Sheriff,10101,Lock & Key Service,,0
FY15-16,Expense,Sheriff,10101,Internet Services,,1058
FY15-16,Expense,Sheriff,10101,Employee Out-of-town Travel,,260
FY15-16,Expense,Sheriff,10101,Employee Air Travel,,0
FY15-16,Expense,Sheriff,10101,Allowance-Cell/Mobile Devices,,1256
FY15-16,Expense,Sheriff,10101,Postage & Delivery Srvc,,725
FY15-16,Expense,Sheriff,10101,Printing/Binding,,0
FY15-16,Expense,Sheriff,10101,Tuition,,4041
FY15-16,Expense,Sheriff,10101,Building Maintenance Srvc,,883
FY15-16,Expense,Sheriff,10101,Plumbing/HVAC Maintain Srvc,,0
FY15-16,Expense,Sheriff,10101,Other Rpr & Maint Srvc,,3433
FY15-16,Expense,Sheriff,10101,Telecmmnct'n Charge,,0
FY15-16,Expense,Sheriff,10101,OFM Direct Billed Charges,,0
FY15-16,Expense,Sheriff,10101,Offc & Admin Supply,,110
FY15-16,Expense,Sheriff,10101,Computer Hardware <$10K,,0
FY15-16,Expense,Sheriff,10101,Office Equipment < $10K,,2207
FY15-16,Expense,Sheriff,10101,Furniture/Fixtures<$10K,,0
FY15-16,Expense,Sheriff,10101,HHold & Jnitr Supply,,0
FY15-16,Expense,Sheriff,10101,Food & Ice,,0
FY15-16,Expense,Sheriff,10101,Floor Covering,,0
FY15-16,Expense,Sheriff,10101,Repair & Maint Supply,,34360
FY15-16,Expense,Sheriff,10101,Paint,,1785
FY15-16,Expense,Sheriff,10101,Paint Supply,,503
FY15-16,Expense,Sheriff,10101,Electrical Supply,,974
FY15-16,Expense,Sheriff,10101,Electronic Parts/Supply,,45
FY15-16,Expense,Sheriff,10101,Safety Supply,,0
FY15-16,Expense,Sheriff,10101,HVAC Supply,,12128
FY15-16,Expense,Sheriff,10101,Construction Supply,,0
FY15-16,Expense,Sheriff,10101,Glass,,0
FY15-16,Expense,Sheriff,10101,Small Equipment Supply,,0
FY15-16,Expense,Sheriff,10101,Work Equipment < $10K,,1463
FY15-16,Expense,Sheriff,10101,Safety Equipment < $10K,,12488
FY15-16,Expense,Sheriff,10101,Electrical Appliance<$10K,,0
FY15-16,Expense,Sheriff,10101,Plumbing Appliance<$10K,,4067
FY15-16,Expense,Sheriff,10101,Fire/Emergency Equip<$10K,,760
FY15-16,Expense,Sheriff,10101,Boiler Inspection,,850
FY15-16,Expense,Sheriff,10101,Drug Test Fee,,8802
FY15-16,Expense,Sheriff,10101,Building Improvements,,0
FY15-16,Expense,Sheriff,10101,Machinery & Equipment,,0
FY15-16,Expense,Sheriff,10101,Regular Pay,,1180611
FY15-16,Expense,Sheriff,10101,Leave Pay,,170278
FY15-16,Expense,Sheriff,10101,Holiday Pay,,50029
FY15-16,Expense,Sheriff,10101,Overtime Pay,,1534
FY15-16,Expense,Sheriff,10101,Shift Differential Pay,,4028
FY15-16,Expense,Sheriff,10101,Injured on Duty Pay,,0
FY15-16,Expense,Sheriff,10101,Longevity,,21876
FY15-16,Expense,Sheriff,10101,IOD-NCS 90 Percent,,0
FY15-16,Expense,Sheriff,10101,YE Biweekly Sal/Fringe Accr,,6715
FY15-16,Expense,Sheriff,10101,Employer OASDI,,85201
FY15-16,Expense,Sheriff,10101,Employer SSN Medical,,18563
FY15-16,Expense,Sheriff,10101,Employer Group Health,,200797
FY15-16,Expense,Sheriff,10101,Employer Dental Group,,9323
FY15-16,Expense,Sheriff,10101,Employer Group Life,,5151
FY15-16,Expense,Sheriff,10101,Employer Pension,,221551
FY15-16,Expense,Sheriff,10101,FSA Pre-Tax Savings,,168
FY15-16,Expense,Sheriff,10101,Cafe Plan Pre-Tax Savings,,5590
FY15-16,Expense,Sheriff,10101,Management Consultant,,7950
FY15-16,Expense,Sheriff,10101,Educational Service,,0
FY15-16,Expense,Sheriff,10101,Internet Services,,0
FY15-16,Expense,Sheriff,10101,Employee Out-of-town Travel,,0
FY15-16,Expense,Sheriff,10101,Employee Local Travel/Park,,0
FY15-16,Expense,Sheriff,10101,Allowance-Cell/Mobile Devices,,3140
FY15-16,Expense,Sheriff,10101,Subscriptions,,2520
FY15-16,Expense,Sheriff,10101,Tuition,,0
FY15-16,Expense,Sheriff,10101,Membership Dues,,0
FY15-16,Expense,Sheriff,10101,Other Rpr & Maint Srvc,,7821
FY15-16,Expense,Sheriff,10101,Telecmmnct'n Charge,,3523
FY15-16,Expense,Sheriff,10101,Host & Hostess,,900
FY15-16,Expense,Sheriff,10101,Offc & Admin Supply,,4858
FY15-16,Expense,Sheriff,10101,Computer Hardware <$10K,,0
FY15-16,Expense,Sheriff,10101,Office Equipment < $10K,,255
FY15-16,Expense,Sheriff,10101,Furniture/Fixtures<$10K,,5209
FY15-16,Expense,Sheriff,10101,Books/Magazines/Periodicals,,303
FY15-16,Expense,Sheriff,10101,Educational Supply,,2799
FY15-16,Expense,Sheriff,10101,Repair & Maint Supply,,0
FY15-16,Expense,Sheriff,10101,Paint,,212
FY15-16,Expense,Sheriff,10101,Electronic Parts/Supply,,150
FY15-16,Expense,Sheriff,10101,Employee Out-of-town Travel,,0
FY15-16,Expense,Sheriff,10101,Educational Supply,,0
FY15-16,Expense,Sheriff,10101,Repair & Maint Supply,,0
FY15-16,Expense,Sheriff,10101,Regular Pay,,1605870
FY15-16,Expense,Sheriff,10101,Leave Pay,,227409
FY15-16,Expense,Sheriff,10101,Holiday Pay,,105492
FY15-16,Expense,Sheriff,10101,Overtime Pay,,14254
FY15-16,Expense,Sheriff,10101,Out of Class Pay,,0
FY15-16,Expense,Sheriff,10101,Shift Differential Pay,,29021
FY15-16,Expense,Sheriff,10101,Injured on Duty Pay,,0
FY15-16,Expense,Sheriff,10101,Longevity,,14333
FY15-16,Expense,Sheriff,10101,IOD-CS 100 Percent,,4792
FY15-16,Expense,Sheriff,10101,IOD-CS 75 Percent,,3709
FY15-16,Expense,Sheriff,10101,IOD-Light Duty,,8438
FY15-16,Expense,Sheriff,10101,IOD-CS 90 Percent,,0
FY15-16,Expense,Sheriff,10101,YE Biweekly Sal/Fringe Accr,,10644
FY15-16,Expense,Sheriff,10101,Fringe Benefits,,0
FY15-16,Expense,Sheriff,10101,Employer OASDI,,114352
FY15-16,Expense,Sheriff,10101,Employer SSN Medical,,26744
FY15-16,Expense,Sheriff,10101,Employer Group Health,,452149
FY15-16,Expense,Sheriff,10101,Employer Dental Group,,16241
FY15-16,Expense,Sheriff,10101,Employer Group Life,,8421
FY15-16,Expense,Sheriff,10101,Employer Pension,,333155
FY15-16,Expense,Sheriff,10101,FSA Pre-Tax Savings,,353
FY15-16,Expense,Sheriff,10101,Cafe Plan Pre-Tax Savings,,12614
FY15-16,Expense,Sheriff,10101,Electric,,51303
FY15-16,Expense,Sheriff,10101,Cable Television,,7526
FY15-16,Expense,Sheriff,10101,Facilities Management,,282204
FY15-16,Expense,Sheriff,10101,Refuse Disposal,,0
FY15-16,Expense,Sheriff,10101,Pest Control Srvc,,497
FY15-16,Expense,Sheriff,10101,Lock & Key Service,,0
FY15-16,Expense,Sheriff,10101,Employee Out-of-town Travel,,1557
FY15-16,Expense,Sheriff,10101,Employee Air Travel,,395
FY15-16,Expense,Sheriff,10101,Allowance-Cell/Mobile Devices,,1256
FY15-16,Expense,Sheriff,10101,Tuition,,2000
FY15-16,Expense,Sheriff,10101,Registration,,315
FY15-16,Expense,Sheriff,10101,Membership Dues,,0
FY15-16,Expense,Sheriff,10101,Building Maintenance Srvc,,5892
FY15-16,Expense,Sheriff,10101,Plumbing/HVAC Maintain Srvc,,1927
FY15-16,Expense,Sheriff,10101,Other Rpr & Maint Srvc,,954
FY15-16,Expense,Sheriff,10101,Telecmmnct'n Charge,,366
FY15-16,Expense,Sheriff,10101,OFM Direct Billed Charges,,0
FY15-16,Expense,Sheriff,10101,Offc & Admin Supply,,62
FY15-16,Expense,Sheriff,10101,Computer Hardware <$10K,,0
FY15-16,Expense,Sheriff,10101,Office Equipment < $10K,,1826
FY15-16,Expense,Sheriff,10101,Kitchen Supply,,0
FY15-16,Expense,Sheriff,10101,Ceiling/Wall Material,,0
FY15-16,Expense,Sheriff,10101,Repair & Maint Supply,,25834
FY15-16,Expense,Sheriff,10101,Paint,,440
FY15-16,Expense,Sheriff,10101,Paint Supply,,0
FY15-16,Expense,Sheriff,10101,Electrical Supply,,3761
FY15-16,Expense,Sheriff,10101,Electronic Parts/Supply,,1621
FY15-16,Expense,Sheriff,10101,Safety Supply,,0
FY15-16,Expense,Sheriff,10101,HVAC Supply,,4388
FY15-16,Expense,Sheriff,10101,Construction Supply,,0
FY15-16,Expense,Sheriff,10101,Glass,,1791
FY15-16,Expense,Sheriff,10101,Small Equipment Supply,,0
FY15-16,Expense,Sheriff,10101,Work Equipment < $10K,,923
FY15-16,Expense,Sheriff,10101,Safety Equipment < $10K,,728
FY15-16,Expense,Sheriff,10101,Electrical Appliance<$10K,,1944
FY15-16,Expense,Sheriff,10101,Plumbing Appliance<$10K,,4038
FY15-16,Expense,Sheriff,10101,Boiler Inspection,,0
FY15-16,Expense,Sheriff,10101,Elevator Permit,,0
FY15-16,Expense,Sheriff,10101,Drug Test Fee,,2232
FY15-16,Expense,Sheriff,10101,Regular Pay,,436826
FY15-16,Expense,Sheriff,10101,Leave Pay,,79022
FY15-16,Expense,Sheriff,10101,Holiday Pay,,22652
FY15-16,Expense,Sheriff,10101,Overtime Pay,,276
FY15-16,Expense,Sheriff,10101,Shift Differential Pay,,0
FY15-16,Expense,Sheriff,10101,Longevity,,7700
FY15-16,Expense,Sheriff,10101,YE Biweekly Sal/Fringe Accr,,3493
FY15-16,Expense,Sheriff,10101,Employer OASDI,,31331
FY15-16,Expense,Sheriff,10101,Employer SSN Medical,,7327
FY15-16,Expense,Sheriff,10101,Employer Group Health,,102250
FY15-16,Expense,Sheriff,10101,Employer Dental Group,,3869
FY15-16,Expense,Sheriff,10101,Employer Group Life,,1888
FY15-16,Expense,Sheriff,10101,Employer Pension,,96514
FY15-16,Expense,Sheriff,10101,FSA Pre-Tax Savings,,282
FY15-16,Expense,Sheriff,10101,Cafe Plan Pre-Tax Savings,,2861
FY15-16,Expense,Sheriff,10101,Employee Out-of-town Travel,,0
FY15-16,Expense,Sheriff,10101,Registration,,0
FY15-16,Expense,Sheriff,10101,Membership Dues,,0
FY15-16,Expense,Sheriff,10101,Other Rpr & Maint Srvc,,1078
FY15-16,Expense,Sheriff,10101,Telecmmnct'n Charge,,0
FY15-16,Expense,Sheriff,10101,Offc & Admin Supply,,469
FY15-16,Expense,Sheriff,10101,Computer Hardware <$10K,,0
FY15-16,Expense,Sheriff,10101,Office Equipment < $10K,,0
FY15-16,Expense,Sheriff,10101,Furniture/Fixtures<$10K,,1393
FY15-16,Expense,Sheriff,10101,Books/Magazines/Periodicals,,0
FY15-16,Expense,Sheriff,10101,Repair & Maint Supply,,0
FY15-16,Expense,Sheriff,10101,Gas,,4857
FY15-16,Expense,Sheriff,10101,Facilities Management,,0
FY15-16,Expense,Sheriff,10101,Employee Out-of-town Travel,,0
FY15-16,Expense,Sheriff,10101,Employee Local Travel/Park,,294
FY15-16,Expense,Sheriff,10101,Subscriptions,,0
FY15-16,Expense,Sheriff,10101,Registration,,0
FY15-16,Expense,Sheriff,10101,Other Rpr & Maint Srvc,,3035
FY15-16,Expense,Sheriff,10101,Postal Service Charge,,0
FY15-16,Expense,Sheriff,10101,Telecmmnct'n Charge,,2756
FY15-16,Expense,Sheriff,10101,Offc & Admin Supply,,0
FY15-16,Expense,Sheriff,10101,Computer Software,,0
FY15-16,Expense,Sheriff,10101,Books/Magazines/Periodicals,,0
FY15-16,Expense,Sheriff,10101,Educational Supply,,0
FY15-16,Expense,Sheriff,10101,Repair & Maint Supply,,53
FY15-16,Expense,Sheriff,10101,Electronic Parts/Supply,,228
FY15-16,Expense,Sheriff,10101,Plumbing Appliance<$10K,,0
FY15-16,Expense,Sheriff,10101,Other License & Fees,,0
FY15-16,Expense,Sheriff,10101,Regular Pay,,872820
FY15-16,Expense,Sheriff,10101,Leave Pay,,107688
FY15-16,Expense,Sheriff,10101,Holiday Pay,,32546
FY15-16,Expense,Sheriff,10101,Overtime Pay,,375
FY15-16,Expense,Sheriff,10101,Shift Differential Pay,,9
FY15-16,Expense,Sheriff,10101,Longevity,,13255
